Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1764,33574.44,2864.87,7.0,7.0,16.0,,"Mortgage Loan, Personal Loan, Credit-Builder Loan, and Auto Loan",9.0,18.0,10.05,0.0,Standard,79.95,37.35,24 Years and 10 Months,No,109.68,194.21427323547917,Low_spent_Medium_value_payments,262.59,2024-01-01
CUS_0x17e3,16579.3,1239.61,10.0,7.0,27.0,8.0,"Mortgage Loan, Personal Loan, Student Loan, Home Equity Loan, Home Equity Loan, Credit-Builder Loan, Auto Loan, and Student Loan",56.0,24.0,1.1,14.0,Bad,1790.35,26.18,9 Years and 0 Months,Yes,60.49,61.91160318553497,High_spent_Small_value_payments,261.56,2024-01-01
CUS_0x18cb,47093.32,3873.48,3.0,6.0,18.0,6.0,"Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Mortgage Loan, Payday Loan, and Debt Consolidation Loan",22.0,7.0,10.67,10.0,Standard,1036.19,35.98,8 Years and 10 Months,Yes,281.1,219.116155273258,Low_spent_Medium_value_payments,251.79,2024-01-01
CUS_0x1942,83800.56,7269.38,3.0,3.0,5.0,2.0,"Not Specified, and Student Loan",7.0,11.0,9.41,1967.0,Standard,836.69,33.56,20 Years and 9 Months,Yes,117.35,294.66107669762073,Low_spent_Small_value_payments,604.93,2024-01-01
CUS_0x198e,18140.0,1375.67,9.0,5.0,32.0,6.0,"Student Loan, Auto Loan, Mortgage Loan, Payday Loan, Home Equity Loan, and Credit-Builder Loan",60.0,24.0,19.63,12.0,,4087.94,25.8,12 Years and 11 Months,Yes,87.66,82.16530473152973,Low_spent_Small_value_payments,257.74,2024-01-01
CUS_0x19a7,62348.46,4942.7,4.0,3.0,16.0,7.0,"Credit-Builder Loan, Student Loan, Not Specified, Not Specified, Home Equity Loan, Mortgage Loan, and Payday Loan",18.0,21.0,7.3,10.0,Standard,1940.49,31.4,8 Years and 0 Months,Yes,350.46,93.75901940189506,High_spent_Medium_value_payments,300.06,2024-01-01
CUS_0x19b5,11855.82,943.98,6.0,6.0,17.0,1.0,Not Specified,13.0,10.0,7.89,5.0,Standard,735.37,33.25,17 Years and 10 Months,Yes,5.71,80.05423292568939,Low_spent_Small_value_payments,298.63,2024-01-01
CUS_0x1b09,96522.0,8334.5,4.0,4.0,3.0,4.0,"Personal Loan, Personal Loan, Not Specified, and Mortgage Loan",0.0,3.0,3.7,1.0,Good,1022.38,34.42,23 Years and 5 Months,No,247.95,184.38968410667667,High_spent_Large_value_payments,641.11,2024-01-01
CUS_0x1bff,19323.4,1749.28,10.0,,18.0,8.0,"Debt Consolidation Loan, Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Payday Loan, Not Specified, Home Equity Loan, and Auto Loan",48.0,15.0,17.02,11.0,Bad,3033.25,37.06,8 Years and 11 Months,Yes,99.1,18.037840360029215,High_spent_Large_value_payments,302.37,2024-01-01
CUS_0x1c12,115177.32,9529.11,4.0,4.0,2.0,4.0,"Debt Consolidation Loan, Auto Loan, Not Specified, and Not Specified",10.0,10.0,3.83,4.0,,801.79,39.32,17 Years and 2 Months,No,293.91,168.39716004833298,High_spent_Large_value_payments,730.6,2024-01-01
CUS_0x1c1f,24922.12,2175.84,8.0,4.0,5.0,0.0,,25.0,17.0,8.37,2.0,Standard,407.79,30.31,28 Years and 5 Months,No,0.0,173.6184935119189,Low_spent_Medium_value_payments,323.97,2024-01-01
CUS_0x1c7e,13691.91,936.99,4.0,5.0,15.0,0.0,,23.0,14.0,2.56,5.0,,179.27,35.83,23 Years and 2 Months,No,0.0,50.623321818911855,Low_spent_Medium_value_payments,323.08,2024-01-01
CUS_0x1cc4,45034.34,4021.86,4.0,7.0,8.0,2.0,"Home Equity Loan, and Mortgage Loan",7.0,13.0,6.3,0.0,Good,36.56,26.66,23 Years and 5 Months,No,33977.0,139.08298597912366,High_spent_Medium_value_payments,464.38,2024-01-01
CUS_0x1cce,20618.07,1434.17,9.0,7.0,27.0,,"Payday Loan, Debt Consolidation Loan, Student Loan, Student Loan, and Debt Consolidation Loan",34.0,15.0,9.76,12.0,Bad,1424.45,34.76,12 Years and 5 Months,Yes,48.45,103.99618690132445,Low_spent_Small_value_payments,280.97,2024-01-01
CUS_0x1d1b,152574.76,12547.56,2.0,5.0,3.0,3.0,"Payday Loan, Not Specified, and Personal Loan",29.0,1.0,5.62,4.0,Good,754.8,36.51,20 Years and 8 Months,No,205.48,807.0135651600953,Low_spent_Large_value_payments,512.26,2024-01-01
CUS_0x1d33,39294.3,3292.52,9.0,10.0,30.0,3.0,"Debt Consolidation Loan, Home Equity Loan, and Debt Consolidation Loan",47.0,20.0,7.14,11.0,,1292.73,30.49,13 Years and 10 Months,Yes,60.74,129.7396727183201,Low_spent_Small_value_payments,428.77,2024-01-01
CUS_0x1d9a,28547.56,2553.96,9.0,9.0,30.0,7.0,"Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, Student Loan, and Not Specified",49.0,17.0,27.29,8.0,Bad,4022.3,37.82,7 Years and 6 Months,Yes,87.88,92.69758470842945,Low_spent_Medium_value_payments,354.82,2024-01-01
CUS_0x1e2d,10967.74,738.98,,6.0,5.0,0.0,,9.0,15.0,19.36,0.0,Standard,1314.16,25.02,28 Years and 6 Months,Yes,0.0,37.31170750109189,High_spent_Small_value_payments,296.59,2024-01-01
CUS_0x1e72,26670.7,1996.56,5.0,4.0,5.0,3.0,"Debt Consolidation Loan, Payday Loan, and Payday Loan",6.0,13.0,15.96,5.0,,502.35,30.73,11 Years and 9 Months,Yes,38.99,38.53091029719736,High_spent_Small_value_payments,382.14,2024-01-01
CUS_0x1eee,115649.52,9400.46,5.0,5.0,9.0,2.0,"Payday Loan, and Home Equity Loan",7.0,8.0,10.46,6.0,Good,641.04,36.71,20 Years and 7 Months,NM,104.62,146.04456704786315,High_spent_Large_value_payments,929.38,2024-01-01
CUS_0x1efd,17933.84,1393.49,9.0,6.0,17.0,,"Personal Loan, Debt Consolidation Loan, Credit-Builder Loan, Personal Loan, and Student Loan",49.0,18.0,15.02,9.0,Standard,1660.5,33.97,13 Years and 4 Months,NM,48.01,30.95045384729785,High_spent_Medium_value_payments,310.39,2024-01-01
CUS_0x1f43,21075.82,1701.32,8.0,3.0,10.0,1.0,Personal Loan,14.0,19.0,8.87,2.0,,749.5,25.27,16 Years and 4 Months,Yes,14.23,36.34374049912316,High_spent_Medium_value_payments,369.56,2024-01-01
CUS_0x1f74,37539.84,3404.32,0.0,5.0,12.0,0.0,,8.0,9.0,2.34,5.0,Good,31.11,38.98,32 Years and 7 Months,No,0.0,41.349530387084634,High_spent_Medium_value_payments,549.08,2024-01-01
CUS_0x1feb,31254.23,2665.52,0.0,6.0,4.0,4.0,"Credit-Builder Loan, Not Specified, Mortgage Loan, and Debt Consolidation Loan",12.0,2.0,9.94,6.0,Good,783.52,36.81,30 Years and 2 Months,No,74.5,340.98734154264736,Low_spent_Small_value_payments,141.06,2024-01-01
CUS_0x2005,17063.6,1571.97,7.0,7.0,16.0,0.0,,11.0,14.0,16.53,2.0,,486.79,24.77,26 Years and 2 Months,Yes,0.0,51.588526866350286,Low_spent_Medium_value_payments,385.61,2024-01-01
CUS_0x2059,121503.72,10000.31,4.0,6.0,3.0,2.0,"Home Equity Loan, and Payday Loan",14.0,1.0,-2.14,2.0,,128.68,38.37,33 Years and 7 Months,No,189.12,1093.9198185837906,Low_spent_Small_value_payments,6.99,2024-01-01
CUS_0x2095,73842.33,5927.53,4.0,5.0,5.0,3.0,"Home Equity Loan, Student Loan, and Home Equity Loan",27.0,18.0,5.83,4.0,Standard,344.09,37.59,19 Years and 2 Months,No,112.58,210.45036110498575,High_spent_Medium_value_payments,519.72,2024-01-01
CUS_0x20ff,16862.88,1273.24,8.0,8.0,22.0,7.0,"Personal Loan, Mortgage Loan, Mortgage Loan, Personal Loan, Student Loan, Credit-Builder Loan, and Auto Loan",52.0,19.0,19.07,12.0,Standard,1377.71,34.17,17 Years and 8 Months,Yes,81.8,157.6212056840206,Low_spent_Small_value_payments,177.9,2024-01-01
CUS_0x211a,56192.32,4676.69,10.0,6.0,21.0,8.0,"Auto Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan, Debt Consolidation Loan, Payday Loan, Personal Loan, and Debt Consolidation Loan",44.0,21.0,14.07,7.0,Bad,3777.1,25.79,11 Years and 6 Months,Yes,282.19,167.48627556815208,High_spent_Small_value_payments,277.99,2024-01-01
CUS_0x211f,15293.55,1251.46,7.0,3.0,18.0,3.0,"Mortgage Loan, Auto Loan, and Personal Loan",24.0,13.0,17.87,7.0,Standard,939.47,25.06,19 Years and 5 Months,Yes,23.75,22.94544690162988,Low_spent_Small_value_payments,308.42,2024-01-01
CUS_0x214c,20877.19,1779.77,7.0,6.0,20.0,5.0,"Not Specified, Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, and Student Loan",20.0,20.0,15.69,16.0,Standard,1324.1,27.87,16 Years and 5 Months,Yes,58.02,155.04041926320144,Low_spent_Large_value_payments,234.91,2024-01-01
CUS_0x2189,24131.57,2144.96,7.0,7.0,13.0,2.0,"Home Equity Loan, and Debt Consolidation Loan",15.0,10.0,1.51,0.0,Standard,1246.66,29.22,17 Years and 6 Months,No,38.6,__10000__,Low_spent_Small_value_payments,339.08,2024-01-01
CUS_0x2311,23035.15,1901.6,6.0,7.0,17.0,5.0,"Not Specified, Payday Loan, Auto Loan, Debt Consolidation Loan, and Mortgage Loan",22.0,16.0,19.39,4.0,Standard,954.44,35.26,8 Years and 5 Months,Yes,91.77,145.5890576238503,Low_spent_Large_value_payments,222.8,2024-01-01
CUS_0x237b,28754.13,2479.18,4.0,5.0,11.0,3.0,"Credit-Builder Loan, Home Equity Loan, and Credit-Builder Loan",11.0,17.0,12.84,3.0,Standard,1175.57,26.47,18 Years and 4 Months,Yes,66.96,220.85886838959735,,250.1,2024-01-01
CUS_0x239e,14390.16,1000.18,9.0,10.0,26.0,,"Not Specified, and Auto Loan",33.0,17.0,2.51,13.0,,1327.91,23.32,15 Years and 11 Months,Yes,18.29,52.767286321650886,Low_spent_Small_value_payments,318.96,2024-01-01
CUS_0x2416,93957.36,8044.78,3.0,6.0,13.0,0.0,,14.0,18.0,19.03,5.0,,1344.71,38.4,16 Years and 2 Months,Yes,0.0,300.17949404904414,High_spent_Medium_value_payments,754.3,2024-01-01
CUS_0x242e,19656.51,1672.04,7.0,5.0,5.0,4.0,"Personal Loan, Payday Loan, Credit-Builder Loan, and Mortgage Loan",6.0,20.0,16.89,11.0,Standard,786.15,22.11,11 Years and 2 Months,Yes,48.69,90.8290932309194,Low_spent_Medium_value_payments,307.69,2024-01-01
CUS_0x2444,113384.82,9507.74,2.0,,8.0,3.0,"Payday Loan, Auto Loan, and Debt Consolidation Loan",19.0,9.0,10.41,3.0,Good,680.7,39.34,23 Years and 4 Months,No,149.62,313.14033944555126,High_spent_Medium_value_payments,738.02,2024-01-01
CUS_0x247c,119321.84,9694.49,2.0,4.0,19.0,4.0,"Auto Loan, Personal Loan, Mortgage Loan, and Payday Loan",22.0,19.0,8.85,1.0,Standard,149.44,28.01,18 Years and 10 Months,No,344.58,473.93498496317045,Low_spent_Large_value_payments,420.94,2024-01-01
CUS_0x2499,28276.72,2449.39,5.0,4.0,10.0,4.0,"Not Specified, Not Specified, Payday Loan, and Debt Consolidation Loan",20.0,9.0,10.51,4.0,Standard,123.73,37.12,30 Years and 5 Months,No,50.02,26.606704011933537,High_spent_Large_value_payments,408.31,2024-01-01
CUS_0x24d9,108884.76,8805.73,8.0,4.0,16.0,6.0,"Personal Loan, Mortgage Loan, Mortgage Loan, Not Specified, Payday Loan, and Not Specified",25.0,11.0,6.48,9.0,,769.81,38.0,5 Years and 10 Months,Yes,352.32,256.78022809620325,High_spent_Medium_value_payments,521.47,2024-01-01
CUS_0x2547,28070.62,2437.22,3.0,3.0,12.0,4.0,"Auto Loan, Home Equity Loan, Credit-Builder Loan, and Personal Loan",12.0,17.0,8.55,7.0,Standard,1483.05,29.52,9 Years and 0 Months,Yes,63.96,152.17356630537512,High_spent_Small_value_payments,287.59,2024-01-01
CUS_0x25ca,18694.99,1657.92,9.0,5.0,21.0,7.0,"Payday Loan, Payday Loan, Payday Loan, Home Equity Loan, Auto Loan, Mortgage Loan, and Mortgage Loan",55.0,20.0,7.97,12.0,Bad,1959.49,28.91,10 Years and 8 Months,NM,100.22,86.12193884318312,High_spent_Small_value_payments,239.45,2024-01-01
CUS_0x2767,19251.26,1445.27,0.0,2.0,10.0,0.0,,2.0,6.0,10.51,2.0,,222.4,22.69,27 Years and 10 Months,NM,0.0,77.37599104280444,,357.15,2024-01-01
CUS_0x27c2,98534.22,8050.18,6.0,6.0,8.0,0.0,,8.0,16.0,13.1,5.0,Standard,1110.26,35.72,27 Years and 0 Months,Yes,0.0,__10000__,High_spent_Medium_value_payments,926.03,2024-01-01
CUS_0x286c,31230.16,2515.51,6.0,5.0,8.0,2.0,"Credit-Builder Loan, and Credit-Builder Loan",10.0,11.0,2.16,7.0,Good,758.88,26.29,28 Years and 2 Months,No,28.22,18.32378213453401,High_spent_Large_value_payments,445.01,2024-01-01
CUS_0x2954,22443.96,2114.33,4.0,6.0,17.0,,"Mortgage Loan, Payday Loan, Personal Loan, Home Equity Loan, and Home Equity Loan",3.0,19.0,_,4.0,Standard,429.65,31.42,7 Years and 4 Months,Yes,51.25,183.62223387658318,Low_spent_Small_value_payments,266.56,2024-01-01
CUS_0x2982,33580.53,2667.38,8.0,7.0,19.0,1.0,Mortgage Loan,14.0,17.0,7.7799999999999985,7.0,,517.32,27.62,20 Years and 3 Months,NM,26.02,309.43889106791715,Low_spent_Small_value_payments,221.28,2024-01-01
CUS_0x2a06,35917.12,2761.67,9.0,6.0,34.0,4.0,"Mortgage Loan, Payday Loan, Payday Loan, and Home Equity Loan",47.0,18.0,5.39,6.0,Bad,1523.8,28.8,18 Years and 6 Months,Yes,164.95,174.23373165835812,Low_spent_Large_value_payments,265.74,2024-01-01
CUS_0x2a23,38760.82,3310.07,1.0,2.0,11.0,3.0,"Personal Loan, Debt Consolidation Loan, and Mortgage Loan",11.0,8.0,6.74,4.0,Good,468.18,40.13,26 Years and 6 Months,No,84.52,368.7411300303578,Low_spent_Small_value_payments,167.75,2024-01-01
CUS_0x2a70,9759.38,813.28,7.0,9.0,24.0,8.0,"Personal Loan, Student Loan, Not Specified, Mortgage Loan, Auto Loan, Student Loan, Student Loan, and Payday Loan",15.0,21.0,1.85,10.0,,4342.44,33.3,9 Years and 0 Months,Yes,55.94,38.504903582771774,Low_spent_Medium_value_payments,266.88,2024-01-01
CUS_0x2a75,86092.12,6929.34,7.0,3.0,14.0,1.0,Student Loan,7.0,19.0,11.43,4.0,Standard,707.95,26.83,25 Years and 5 Months,No,64.04,647.6575056936064,Low_spent_Large_value_payments,251.24,2024-01-01
CUS_0x2a8b,32570.85,2936.24,6.0,7.0,16.0,2.0,"Auto Loan, and Payday Loan",15.0,18.0,11.32,5.0,Standard,630.27,36.54,16 Years and 2 Months,Yes,50.17,172.9109058058612,Low_spent_Large_value_payments,340.55,2024-01-01
CUS_0x2af3,80442.28,6995.52,8.0,7.0,21.0,9.0,"Auto Loan, Home Equity Loan, Payday Loan, Student Loan, Debt Consolidation Loan, Auto Loan, Not Specified, Home Equity Loan, and Credit-Builder Loan",27.0,20.0,19.33,10.0,Bad,2738.93,34.79,1 Years and 4 Months,Yes,374.65,456.56839384011863,Low_spent_Medium_value_payments,148.33,2024-01-01
CUS_0x2b05,39928.5,3375.38,3.0,5.0,8.0,4.0,"Auto Loan, Debt Consolidation Loan, Not Specified, and Student Loan",15.0,16.0,9.17,3.0,,461.43,23.36,28 Years and 8 Months,NM,76.0,438.3029949520416,Low_spent_Small_value_payments,113.23,2024-01-01
CUS_0x2b52,88778.4,7635.2,3.0,7.0,8.0,4.0,"Debt Consolidation Loan, Auto Loan, Mortgage Loan, and Mortgage Loan",10.0,8.0,4.17,8.0,Standard,44.85,38.64,26 Years and 2 Months,Yes,295.31,234.75244957835545,High_spent_Medium_value_payments,483.45,2024-01-01
CUS_0x2b59,28146.26,2599.52,6.0,8.0,21.0,5.0,"Credit-Builder Loan, Auto Loan, Home Equity Loan, Debt Consolidation Loan, and Personal Loan",28.0,24.0,13.91,13.0,,4841.16,35.35,6 Years and 0 Months,Yes,71.08,236.87112667071258,Low_spent_Medium_value_payments,232.0,2024-01-01
CUS_0x2bed,104177.61,8671.47,3.0,6.0,1.0,2.0,"Auto Loan, and Payday Loan",6.0,1.0,4.22,3.0,Good,581.83,42.44,25 Years and 0 Months,No,141.7,112.05924464028757,High_spent_Medium_value_payments,863.39,2024-01-01
CUS_0x2bfc,69363.87,6028.32,4.0,4.0,19.0,,"Auto Loan, Personal Loan, Auto Loan, Student Loan, Credit-Builder Loan, and Personal Loan",32.0,10.0,16.04,11.0,Standard,449.06,30.86,17 Years and 6 Months,Yes,228.48,413.67768047917485,Low_spent_Large_value_payments,230.67,2024-01-01
CUS_0x2c08,66357.14,5688.76,8.0,4.0,8.0,1.0,Student Loan,12.0,15.0,9.66,2.0,Standard,1414.17,28.71,20 Years and 2 Months,No,47.09,126.27181708443837,High_spent_Medium_value_payments,645.52,2024-01-01
CUS_0x2d14,18995.89,1597.99,2.0,3.0,6.0,0.0,,16.0,2.0,8.42,5.0,Good,953.75,27.29,25 Years and 2 Months,No,60579.0,97.50682680313987,Low_spent_Medium_value_payments,342.29,2024-01-01
CUS_0x2e16,17810.5,1200.21,5.0,7.0,8.0,1.0,Student Loan,4.0,16.0,8.23,9.0,,1163.48,28.75,32 Years and 11 Months,No,14.21,34.80666608940186,Low_spent_Medium_value_payments,351.01,2024-01-01
CUS_0x2e1a,47390.28,3865.19,8.0,4.0,14.0,2.0,"Auto Loan, and Personal Loan",26.0,17.0,9.87,12.0,Standard,938.85,31.55,8 Years and 6 Months,Yes,41.95,97.44073088097878,High_spent_Small_value_payments,507.12,2024-01-01
CUS_0x2e8d,57396.72,5074.06,3.0,3.0,13.0,2.0,"Personal Loan, and Mortgage Loan",9.0,9.0,11.8,4.0,,351.72,28.15,23 Years and 0 Months,NM,61.01,553.2170852058491,Low_spent_Small_value_payments,183.18,2024-01-01
CUS_0x2ee4,20818.74,1762.9,8.0,,15.0,3.0,"Auto Loan, Personal Loan, and Mortgage Loan",21.0,13.0,16.18,8.0,Standard,1821.25,24.08,10 Years and 2 Months,Yes,44.88,31.57963517517807,High_spent_Medium_value_payments,349.83,2024-01-01
CUS_0x2fa7,14785.12,1365.09,6.0,9.0,17.0,5.0,"Not Specified, Payday Loan, Credit-Builder Loan, Home Equity Loan, and Payday Loan",58.0,22.0,22.41,17.0,Bad,4780.8,27.69,1 Years and 11 Months,Yes,43.97,99.36822259732556,Low_spent_Medium_value_payments,273.18,2024-01-01
CUS_0x2fc5,9360.52,531.04,8.0,6.0,15.0,5.0,"Debt Consolidation Loan, Auto Loan, Not Specified, Personal Loan, and Home Equity Loan",55.0,16.0,11.92,17.0,Standard,2113.29,38.99,14 Years and 11 Months,Yes,21.72,21.862086109622698,,299.53,2024-01-01
CUS_0x2ff7,26405.15,1911.43,5.0,7.0,8.0,4.0,"Credit-Builder Loan, Mortgage Loan, Home Equity Loan, and Payday Loan",13.0,21.0,10.08,4.0,Standard,873.11,27.94,16 Years and 11 Months,Yes,59.72,109.72708255146941,Low_spent_Small_value_payments,311.69,2024-01-01
CUS_0x303a,32011.89,2806.66,2.0,6.0,4.0,3.0,"Credit-Builder Loan, Home Equity Loan, and Payday Loan",12.0,9.0,_,1.0,Good,1215.09,25.13,26 Years and 0 Months,NM,66.36,117.92539724250393,High_spent_Medium_value_payments,346.38,2024-01-01
CUS_0x305c,14239.41,1255.62,5.0,3.0,7.0,2.0,"Student Loan, and Personal Loan",17.0,16.0,17.01,10.0,Standard,55.46,37.04,13 Years and 9 Months,Yes,18.47,113.66406288698532,Low_spent_Small_value_payments,283.43,2024-01-01
CUS_0x3082,20367.72,1526.31,10.0,8.0,34.0,3.0,"Credit-Builder Loan, Not Specified, and Payday Loan",20.0,12.0,20.55,11.0,Standard,2108.15,36.72,6 Years and 8 Months,Yes,36.59,141.92625820637775,Low_spent_Large_value_payments,244.11,2024-01-01
CUS_0x308d,116794.11,9483.84,3.0,6.0,12.0,0.0,,3.0,11.0,3.5,7.0,Good,226.98,36.47,19 Years and 10 Months,No,0.0,668.5941115171595,Low_spent_Medium_value_payments,559.79,2024-01-01
CUS_0x3101,70097.54,5850.46,5.0,5.0,20.0,1.0,Debt Consolidation Loan,35.0,9.0,13.02,7.0,Standard,229.36,26.38,30 Years and 8 Months,Yes,53.38,207.41577659131698,Low_spent_Large_value_payments,594.25,2024-01-01
CUS_0x3127,37972.16,2986.35,9.0,10.0,21.0,7.0,"Credit-Builder Loan, Mortgage Loan, Student Loan, Home Equity Loan, Student Loan, Auto Loan, and Personal Loan",51.0,18.0,17.14,11.0,Bad,4708.63,37.88,12 Years and 2 Months,Yes,217.65,323.9556286122255,Low_spent_Small_value_payments,47.03,2024-01-01
CUS_0x3161,58698.08,4917.51,8.0,4.0,10.0,2.0,"Auto Loan, and Student Loan",20.0,14.0,9.75,5.0,Good,453.31,40.79,15 Years and 10 Months,NM,91.96,202.7504144790502,High_spent_Medium_value_payments,447.04,2024-01-01
CUS_0x3187,9983.34,758.95,7.0,11.0,15.0,5.0,"Not Specified, Student Loan, Auto Loan, Payday Loan, and Auto Loan",22.0,16.0,10.26,11.0,Standard,1823.35,26.29,9 Years and 9 Months,Yes,29.24,10.612907877548746,High_spent_Large_value_payments,276.04,2024-01-01
CUS_0x31b8,110439.56,9224.3,3.0,7.0,15.0,4.0,"Personal Loan, Payday Loan, Not Specified, and Not Specified",18.0,16.0,6.0,7.0,Standard,1218.92,26.44,27 Years and 6 Months,NM,348.94,86.38870329001087,High_spent_Large_value_payments,727.1,2024-01-01
